,SVENY01,SVENY02,SVENY03,SVENY04,SVENY05,SVENY06,SVENY07,SVENY08,SVENY09,SVENY10,SVENY11,SVENY12,SVENY13,SVENY14,SVENY15,SVENY16,SVENY17,SVENY18,SVENY19,SVENY20,SVENY21,SVENY22,SVENY23,SVENY24,SVENY25,SVENY26,SVENY27,SVENY28,SVENY29,SVENY30,BETA0,BETA1,BETA2,BETA3,TAU1,TAU2
1987-10-02,7.9088,8.469,8.7838,8.9954,9.1532,9.2763,9.3743,9.4532,9.5173,9.5701,9.6139,9.6508,9.6821,9.7091,9.7325,9.753,9.7711,9.7872,9.8015,9.8145,9.8262,9.8369,9.8466,9.8555,9.8637,9.8713,9.8783,9.8848,9.8908,9.8965,10.0605433,-3.38122992,-619.1771511,619.218121,1.16073142,1.15904545
1987-10-01,7.8751,8.457,8.7875,9.0116,9.1812,9.3164,9.4264,9.5167,9.5914,9.6535,9.7055,9.7496,9.7872,9.8196,9.8478,9.8725,9.8943,9.9137,9.9311,9.9467,9.9609,9.9737,9.9855,9.9963,10.0062,10.0153,10.0238,10.0316,10.0389,10.0458,10.24381823,-3.60535006,-619.2014812,619.1936269,1.27061481,1.26843365
1987-09-30,7.8631,8.4541,8.7799,8.997,9.162,9.2956,9.4064,9.499,9.5766,9.6419,9.6971,9.7441,9.7844,9.8192,9.8495,9.8761,9.8997,9.9206,9.9393,9.9562,9.9714,9.9853,9.998,10.0096,10.0203,10.0301,10.0393,10.0477,10.0556,10.063,10.2766784,-3.69356207,-619.1231552,619.2722521,1.33827557,1.33558418
1987-09-29,7.856,8.4197,8.7423,8.9631,9.1328,9.2708,9.3853,9.4809,9.561,9.6284,9.6854,9.7339,9.7755,9.8114,9.8427,9.8701,9.8944,9.916,9.9354,9.9528,9.9685,9.9828,9.9959,10.0079,10.0189,10.0291,10.0385,10.0473,10.0554,10.063,10.28362649,-3.60708384,-619.2497999,619.14505,1.35271469,1.35013629
1987-09-28,7.8009,8.3399,8.6457,8.8591,9.0273,9.1664,9.2829,9.3804,9.4623,9.5311,9.5892,9.6386,9.6809,9.7174,9.7492,9.7771,9.8017,9.8236,9.8433,9.8609,9.8769,9.8914,9.9047,9.9169,9.9281,9.9384,9.948,9.9569,9.9651,9.9729,10.19670529,-3.57152575,-619.3177336,619.0768435,1.3125382,1.30977326
1987-09-25,7.7903,8.3399,8.6475,8.8611,9.0298,9.1702,9.2884,9.3879,9.4717,9.5423,9.6021,9.653,9.6966,9.7343,9.7671,9.7959,9.8213,9.844,9.8642,9.8825,9.899,9.914,9.9277,9.9403,9.9518,9.9625,9.9724,9.9815,9.9901,9.9981,10.22923905,-3.6538204,-619.2958681,619.0988018,1.32331315,1.3203421
1987-09-24,7.7398,8.2738,8.591,8.8213,9.0051,9.156,9.2806,9.3833,9.4683,9.539,9.5981,9.6481,9.6908,9.7275,9.7594,9.7874,9.8121,9.834,9.8537,9.8714,9.8874,9.9019,9.9152,9.9274,9.9386,9.9489,9.9585,9.9674,9.9757,9.9834,10.20747216,-3.6259947,-619.487554,618.9063306,1.22678826,1.22426652
1987-09-23,7.7006,8.2117,8.5106,8.7283,8.9032,9.0474,9.1666,9.265,9.3464,9.4139,9.4704,9.5182,9.5589,9.5939,9.6243,9.651,9.6745,9.6955,9.7142,9.731,9.7463,9.7602,9.7728,9.7844,9.7951,9.805,9.8141,9.8226,9.8305,9.8378,10.05144065,-3.50024851,-619.4583054,618.9356138,1.20388297,1.20135484
1987-09-22,7.7074,8.2079,8.4903,8.6985,8.8707,9.0165,9.1394,9.2423,9.328,9.3996,9.4597,9.5107,9.5541,9.5916,9.6241,9.6526,9.6778,9.7002,9.7202,9.7383,9.7546,9.7694,9.783,9.7954,9.8068,9.8174,9.8272,9.8362,9.8447,9.8526,10.08110863,-3.5755999,-619.4485318,618.9454249,1.21610968,1.2130457
1987-09-21,7.7101,8.2131,8.5049,8.7278,8.9155,9.075,9.2092,9.321,9.4138,9.4911,9.5558,9.6105,9.6571,9.6972,9.7321,9.7626,9.7896,9.8136,9.835,9.8543,9.8718,9.8877,9.9022,9.9155,9.9277,9.939,9.9495,9.9592,9.9682,9.9767,10.22129771,-3.74050639,-619.5772226,618.8161205,1.18258922,1.17933229
1987-09-18,7.7208,8.2111,8.4849,8.6953,8.8749,9.0288,9.1585,9.2665,9.3561,9.4306,9.4928,9.5454,9.5901,9.6287,9.6621,9.6914,9.7173,9.7403,9.7608,9.7794,9.7961,9.8114,9.8253,9.838,9.8498,9.8606,9.8706,9.8799,9.8886,9.8967,10.13131131,-3.70260395,-619.4953619,618.8983721,1.1494292,1.14604119
1987-09-17,7.7466,8.2626,8.5552,8.7736,8.9565,9.1126,9.2448,9.3557,9.4484,9.526,9.5911,9.6463,9.6934,9.734,9.7693,9.8003,9.8276,9.8519,9.8736,9.8932,9.9109,9.927,9.9417,9.9552,9.9676,9.9791,9.9896,9.9995,10.0086,10.0172,10.26515579,-3.7676979,-619.5077381,618.8858773,1.22035724,1.21699328
1987-09-16,7.7424,8.2629,8.5642,8.7907,8.98,9.141,9.2769,9.3906,9.4855,9.5648,9.6314,9.6878,9.7359,9.7774,9.8134,9.845,9.8729,9.8977,9.9199,9.9399,9.958,9.9744,9.9894,10.0032,10.0158,10.0275,10.0384,10.0484,10.0578,10.0665,10.31964757,-3.8104616,-619.5626142,618.830734,1.2203021,1.21698627
1987-09-15,7.7048,8.196,8.4752,8.6952,8.886,9.0506,9.1898,9.3058,9.4021,9.4822,9.5491,9.6056,9.6537,9.6951,9.7311,9.7626,9.7904,9.8151,9.8373,9.8572,9.8752,9.8916,9.9065,9.9202,9.9328,9.9445,9.9553,9.9653,9.9746,9.9833,10.23553359,-3.83852741,-619.590927,618.8022689,1.14715158,1.14350056
1987-09-14,7.6901,8.159,8.4246,8.6352,8.8182,8.976,9.1092,9.2201,9.3119,9.3881,9.4518,9.5055,9.5512,9.5906,9.6247,9.6546,9.681,9.7045,9.7255,9.7444,9.7615,9.7771,9.7913,9.8043,9.8162,9.8273,9.8375,9.847,9.8559,9.8641,10.103603,-3.68592832,-619.5664954,618.8267867,1.13238406,1.12887341
1987-09-11,7.7126,8.203,8.4686,8.6654,8.8333,8.98,9.1066,9.2144,9.3055,9.3822,9.4471,9.5022,9.5494,9.5901,9.6255,9.6565,9.684,9.7084,9.7302,9.7499,9.7677,9.7838,9.7986,9.8121,9.8246,9.8361,9.8467,9.8566,9.8658,9.8744,10.12342708,-3.65007914,-619.442356,618.9515644,1.25207791,1.24838358
1987-09-10,7.7259,8.2364,8.5216,8.731,8.9056,9.0551,9.1825,9.2901,9.3805,9.4565,9.5205,9.5748,9.6213,9.6614,9.6962,9.7268,9.7538,9.7778,9.7993,9.8187,9.8362,9.8521,9.8666,9.88,9.8922,9.9035,9.914,9.9237,9.9328,9.9413,10.18640709,-3.68579746,-619.4550488,618.9387846,1.25234952,1.24896946
1987-09-09,7.7487,8.2758,8.5775,8.7969,8.976,9.1268,9.254,9.3607,9.45,9.5249,9.588,9.6415,9.6872,9.7266,9.761,9.791,9.8176,9.8412,9.8624,9.8814,9.8987,9.9143,9.9286,9.9417,9.9538,9.9649,9.9753,9.9848,9.9937,10.0021,10.24329739,-3.69694013,-619.4581953,618.9356076,1.26244564,1.25935919
1987-09-08,7.696,8.2292,8.5346,8.7574,8.9397,9.0935,9.2232,9.3321,9.4233,9.4997,9.564,9.6186,9.6653,9.7056,9.7406,9.7713,9.7984,9.8225,9.8441,9.8635,9.8811,9.8971,9.9117,9.925,9.9373,9.9487,9.9592,9.969,9.9781,9.9866,10.23270851,-3.75702501,-619.4720725,618.9216633,1.26020479,1.25704459
1987-09-04,7.5329,8.0798,8.3813,8.5967,8.7727,8.9223,9.0496,9.1571,9.2477,9.3239,9.3883,9.443,9.4899,9.5303,9.5655,9.5963,9.6236,9.6479,9.6696,9.6891,9.7068,9.7229,9.7375,9.751,9.7634,9.7748,9.7854,9.7952,9.8044,9.8129,10.06046709,-3.81498225,-619.3729237,619.0212749,1.27657247,1.27316666
1987-09-03,7.4331,7.9948,8.3181,8.5516,8.7412,8.9007,9.0355,9.149,9.2444,9.3245,9.3922,9.4498,9.499,9.5415,9.5786,9.611,9.6397,9.6652,9.688,9.7086,9.7272,9.7441,9.7596,9.7737,9.7867,9.7988,9.8099,9.8202,9.8298,9.8388,10.09929047,-3.91517391,-619.4709801,618.92269,1.29630631,1.29302984
1987-09-02,7.3377,7.9126,8.262,8.5072,8.6979,8.8549,8.9872,9.0998,9.1959,9.2781,9.3486,9.4093,9.4618,9.5074,9.5474,9.5826,9.6138,9.6416,9.6665,9.6889,9.7092,9.7277,9.7446,9.76,9.7743,9.7874,9.7996,9.8109,9.8214,9.8312,10.11584321,-3.86896396,-619.4063004,618.9877021,1.54196219,1.53884761
1987-09-01,7.2492,7.7849,8.1207,8.3579,8.5412,8.6904,8.8153,8.921,9.0111,9.0882,9.1543,9.2113,9.2607,9.3038,9.3415,9.3747,9.4041,9.4304,9.4539,9.4751,9.4944,9.5118,9.5278,9.5424,9.5559,9.5683,9.5798,9.5905,9.6005,9.6097,9.87903412,-3.59508114,-619.4000742,618.9942093,1.60542485,1.60275008
1987-08-31,7.2432,7.773,8.1041,8.3356,8.5122,8.6544,8.7722,8.8714,8.9554,9.0271,9.0885,9.1413,9.1871,9.2269,9.2618,9.2925,9.3197,9.344,9.3658,9.3854,9.4031,9.4193,9.434,9.4476,9.46,9.4715,9.4821,9.492,9.5012,9.5098,9.75872053,-3.46456408,-619.3271237,619.0675087,1.60547151,1.60306681
1987-08-28,7.2231,7.7652,8.1021,8.3377,8.5178,8.6631,8.7838,8.8854,8.9716,9.045,9.1079,9.1619,9.2087,9.2493,9.2849,9.3163,9.3441,9.3688,9.391,9.411,9.4291,9.4456,9.4607,9.4744,9.4871,9.4988,9.5097,9.5198,9.5291,9.5379,9.79166971,-3.55113764,-619.3390306,619.0556322,1.5825559,1.58005976
1987-08-27,7.1922,7.7171,8.0335,8.2536,8.4245,8.5654,8.6849,8.7872,8.8751,8.9507,9.0158,9.0722,9.121,9.1636,9.201,9.2339,9.2631,9.2891,9.3124,9.3335,9.3525,9.3698,9.3857,9.4002,9.4135,9.4258,9.4372,9.4478,9.4577,9.4669,9.73387243,-3.53964208,-619.3607187,619.0338284,1.58269191,1.57963955
1987-08-26,7.1015,7.614,7.9209,8.1348,8.3018,8.4407,8.5592,8.6613,8.7493,8.8252,8.8907,8.9474,8.9966,9.0396,9.0773,9.1105,9.14,9.1662,9.1898,9.211,9.2303,9.2477,9.2637,9.2784,9.2918,9.3043,9.3158,9.3265,9.3364,9.3457,9.61526627,-3.49956846,-619.378789,619.0156507,1.58368759,1.58050724
1987-08-25,7.0635,7.5638,7.8751,8.0956,8.2673,8.4084,8.5273,8.6285,8.715,8.7891,8.8528,8.9077,8.9554,8.9968,9.0332,9.0652,9.0936,9.119,9.1417,9.1621,9.1806,9.1975,9.2129,9.227,9.24,9.2519,9.263,9.2733,9.2829,9.2919,9.55152844,-3.40494679,-619.4178881,618.9763639,1.59159424,1.58890071
1987-08-24,7.064,7.5687,7.8908,8.1217,8.3018,8.4489,8.572,8.676,8.7646,8.8401,8.9048,8.9605,9.0087,9.0507,9.0874,9.1198,9.1484,9.174,9.1969,9.2175,9.2362,9.2532,9.2688,9.283,9.2961,9.3082,9.3194,9.3298,9.3395,9.3485,9.61046286,-3.44294109,-619.4620908,618.9319191,1.59311021,1.59063868
1987-08-21,7.0337,7.5502,7.8779,8.1108,8.2906,8.4366,8.5581,8.6605,8.7474,8.8215,8.8849,8.9395,8.9867,9.0278,9.0638,9.0955,9.1236,9.1486,9.1711,9.1913,9.2096,9.2263,9.2415,9.2554,9.2682,9.2801,9.291,9.3012,9.3107,9.3196,9.57619914,-3.45943422,-619.4104983,618.9837565,1.59775604,1.59534888
1987-08-20,7.0254,7.5428,7.8771,8.114,8.2945,8.439,8.5581,8.6578,8.7423,8.8143,8.876,8.9291,8.9752,9.0153,9.0506,9.0816,9.1091,9.1337,9.1558,9.1756,9.1936,9.21,9.2249,9.2386,9.2512,9.2629,9.2737,9.2837,9.293,9.3017,9.55400015,-3.40961605,-619.3446702,619.0498527,1.68076928,1.67860024
1987-08-19,6.9738,7.5258,7.8734,8.1153,8.2985,8.4457,8.5683,8.6722,8.7611,8.8378,8.9041,8.9617,9.0119,9.0558,9.0945,9.1287,9.1591,9.1862,9.2106,9.2326,9.2525,9.2706,9.2872,9.3024,9.3164,9.3293,9.3412,9.3523,9.3627,9.3723,9.65199844,-3.6413565,-619.2838751,619.1109678,1.74155632,1.73873254
1987-08-18,6.9292,7.4835,7.8323,8.0746,8.258,8.4052,8.5276,8.6314,8.7204,8.7971,8.8634,8.9211,8.9714,9.0154,9.0542,9.0885,9.119,9.1462,9.1707,9.1927,9.2127,9.2309,9.2475,9.2628,9.2768,9.2897,9.3017,9.3129,9.3232,9.3329,9.61356921,-3.65107582,-619.2743069,619.1206289,1.74939187,1.74654282
1987-08-17,6.8847,7.4137,7.7441,7.9701,8.1377,8.2702,8.3792,8.4711,8.5496,8.6173,8.6759,8.7269,8.7715,8.8106,8.8451,8.8756,8.9027,8.927,8.9488,8.9685,8.9863,9.0026,9.0174,9.031,9.0436,9.0551,9.0658,9.0758,9.0851,9.0937,9.34440748,-3.37686937,-619.1534053,619.2423184,1.79651309,1.79390592
1987-08-14,6.8811,7.4123,7.7499,7.9836,8.1584,8.2968,8.4105,8.5062,8.5877,8.6578,8.7183,8.7709,8.8168,8.857,8.8924,8.9237,8.9516,8.9765,8.9989,9.0191,9.0374,9.054,9.0692,9.0832,9.0961,9.1079,9.1189,9.1291,9.1386,9.1475,9.40455655,-3.42874966,-619.2000713,619.195312,1.79789444,1.79540758
1987-08-13,6.8781,7.4331,7.7839,8.0246,8.2025,8.3418,8.4554,8.5502,8.6307,8.6996,8.759,8.8105,8.8554,8.8947,8.9293,8.96,8.9872,9.0115,9.0334,9.0531,9.071,9.0873,9.1021,9.1158,9.1283,9.1399,9.1506,9.1606,9.1699,9.1785,9.42964548,-3.49725894,-619.1278165,619.2681427,1.79896326,1.79654978
1987-08-12,6.9057,7.4613,7.8201,8.071,8.2591,8.4077,8.5293,8.631,8.7172,8.7909,8.8545,8.9095,8.9574,8.9993,9.0362,9.0688,9.0978,9.1237,9.147,9.1679,9.187,9.2043,9.2201,9.2346,9.2479,9.2603,9.2717,9.2823,9.2921,9.3013,9.56845353,-3.59115359,-619.2217487,619.1734994,1.79995317,1.79759112
1987-08-11,6.9282,7.4773,7.8292,8.0745,8.2586,8.4048,8.5253,8.6268,8.7136,8.7883,8.853,8.9093,8.9584,9.0016,9.0396,9.0733,9.1033,9.1302,9.1543,9.176,9.1958,9.2137,9.2301,9.2452,9.259,9.2718,9.2837,9.2947,9.3049,9.3145,9.59177137,-3.58957071,-619.2245946,619.1705798,1.83079534,1.82813367
1987-08-10,6.939,7.4939,7.8487,8.0947,8.2784,8.4234,8.5425,8.6425,8.7277,8.801,8.8645,8.9196,8.9678,9.0101,9.0474,9.0804,9.1098,9.1361,9.1597,9.181,9.2004,9.218,9.234,9.2488,9.2624,9.2749,9.2865,9.2973,9.3073,9.3167,9.58842114,-3.58434007,-619.1853486,619.2101074,1.8366866,1.83407987
1987-08-07,6.9269,7.484,7.8366,8.079,8.2591,8.4011,8.5178,8.6161,8.7002,8.7726,8.8355,8.8902,8.9381,8.9802,9.0174,9.0503,9.0797,9.1059,9.1295,9.1508,9.1702,9.1878,9.2038,9.2186,9.2321,9.2447,9.2563,9.2671,9.2771,9.2865,9.55814336,-3.57983394,-619.1530034,619.2427739,1.84597591,1.84321804
1987-08-06,6.9328,7.4682,7.8245,8.0789,8.2718,8.4249,8.5502,8.6549,8.7437,8.8195,8.8847,8.9413,8.9905,9.0335,9.0715,9.105,9.1348,9.1615,9.1854,9.207,9.2266,9.2444,9.2607,9.2757,9.2894,9.3021,9.3139,9.3248,9.3349,9.3444,9.61958668,-3.5495749,-619.2909188,619.1039599,1.84962661,1.8474561
1987-08-05,6.9426,7.4657,7.8141,8.0646,8.2566,8.4108,8.5383,8.6459,8.7376,8.8165,8.8846,8.9438,8.9954,9.0407,9.0806,9.1159,9.1473,9.1754,9.2007,9.2234,9.2441,9.2629,9.2801,9.2958,9.3103,9.3237,9.3361,9.3476,9.3583,9.3684,9.65858968,-3.5641324,-619.3646727,619.0296261,1.84968173,1.84726688
1987-08-04,6.9675,7.5177,7.8786,8.1352,8.3306,8.4872,8.6168,8.7263,8.8199,8.9005,8.9703,9.031,9.084,9.1306,9.1716,9.208,9.2403,9.2693,9.2953,9.3187,9.34,9.3594,9.3771,9.3933,9.4083,9.4221,9.4349,9.4467,9.4578,9.4681,9.76731203,-3.7062837,-619.3242374,619.0705363,1.84972954,1.84706261
1987-08-03,6.9571,7.5032,7.8698,8.1316,8.3292,8.4845,8.6105,8.7149,8.8026,8.8771,8.9409,8.996,9.0438,9.0856,9.1223,9.1547,9.1835,9.2093,9.2324,9.2533,9.2722,9.2894,9.3051,9.3195,9.3328,9.345,9.3563,9.3669,9.3767,9.3858,9.65130371,-3.56139311,-619.2536446,619.1417915,1.85101895,1.84913757
1987-07-31,6.9092,7.4298,7.77,8.0134,8.2006,8.3519,8.4779,8.5847,8.6759,8.7543,8.8221,8.8808,8.932,8.9768,9.0162,9.0511,9.0821,9.1098,9.1346,9.157,9.1773,9.1958,9.2127,9.2282,9.2425,9.2556,9.2678,9.2791,9.2896,9.2995,9.58466538,-3.54821239,-619.3941806,619.0005838,1.7697008,1.7671487
1987-07-30,6.9235,7.4145,7.7466,7.9885,8.1752,8.3252,8.4488,8.5523,8.64,8.7147,8.7788,8.8341,8.8821,8.924,8.9608,8.9932,9.0221,9.0478,9.0709,9.0917,9.1106,9.1278,9.1434,9.1578,9.1711,9.1833,9.1946,9.2051,9.2149,9.224,9.48880813,-3.35223898,-619.4261187,618.9684582,1.76995111,1.76801169
1987-07-29,6.9215,7.399,7.7277,7.9728,8.1657,8.3227,8.4529,8.562,8.6542,8.7325,8.7995,8.857,8.9067,8.9499,8.9878,9.0211,9.0507,9.0771,9.1007,9.122,9.1413,9.1588,9.1748,9.1895,9.203,9.2155,9.2271,9.2378,9.2478,9.2571,9.5274458,-3.36971856,-619.5933888,618.8005685,1.66626796,1.66436962
1987-07-28,6.8968,7.392,7.7295,7.979,8.1744,8.333,8.4643,8.5743,8.6673,8.7462,8.8136,8.8716,8.9217,8.9653,9.0035,9.0372,9.067,9.0936,9.1174,9.1389,9.1583,9.176,9.1922,9.207,9.2206,9.2332,9.2449,9.2557,9.2657,9.2751,9.54782239,-3.45195863,-619.5620457,618.8320184,1.66471122,1.66274231
1987-07-27,6.8712,7.3676,7.7032,7.9522,8.1487,8.3092,8.4425,8.5543,8.6486,8.7287,8.7969,8.8553,8.9058,8.9496,8.988,9.0217,9.0515,9.0782,9.102,9.1235,9.1429,9.1606,9.1768,9.1916,9.2052,9.2178,9.2295,9.2403,9.2503,9.2597,9.53231799,-3.48496159,-619.6191424,618.7747612,1.59060469,1.58851827
1987-07-24,6.8203,7.3444,7.6835,7.9306,8.1256,8.2863,8.4212,8.5354,8.6326,8.7155,8.7865,8.8475,8.9003,8.9461,8.9863,9.0217,9.053,9.0809,9.1059,9.1285,9.1489,9.1675,9.1844,9.2,9.2143,9.2275,9.2397,9.251,9.2616,9.2715,9.55755906,-3.66293287,-619.568542,618.8256694,1.57634215,1.57369641
1987-07-23,6.7947,7.2965,7.6338,7.8853,8.0856,8.2506,8.3887,8.5052,8.6038,8.6877,8.7593,8.8208,8.8739,8.92,8.9604,8.9959,9.0273,9.0553,9.0804,9.103,9.1235,9.1422,9.1592,9.1748,9.1891,9.2023,9.2146,9.226,9.2366,9.2465,9.53344732,-3.58730621,-619.6695098,618.7243107,1.57766343,1.57530687
1987-07-22,6.7619,7.273,7.6154,7.8691,8.0698,8.2344,8.3717,8.4873,8.5851,8.6681,8.7391,8.8,8.8526,8.8982,8.9382,8.9734,9.0045,9.0323,9.0572,9.0796,9.0999,9.1183,9.1352,9.1506,9.1648,9.178,9.1901,9.2014,9.2119,9.2217,9.50607127,-3.60596176,-619.6322696,618.7617,1.58737967,1.58507681
1987-07-21,6.7184,7.2385,7.5917,7.8501,8.0492,8.2077,8.3367,8.443,8.5316,8.606,8.6689,8.7227,8.7689,8.8089,8.8439,8.8746,8.9018,8.926,8.9477,8.9672,8.9849,9.001,9.0157,9.0292,9.0416,9.053,9.0636,9.0734,9.0826,9.0912,9.33901716,-3.45875646,-619.5100884,618.8842002,1.58640215,1.58485723
1987-07-20,6.6799,7.1893,7.5321,7.783,7.9771,8.1322,8.2584,8.3625,8.449,8.5215,8.5828,8.6349,8.6797,8.7184,8.7521,8.7818,8.808,8.8314,8.8523,8.8711,8.8881,8.9036,8.9178,8.9308,8.9427,8.9537,8.9639,8.9734,8.9822,8.9904,9.22913393,-3.39118105,-619.5457424,618.8484372,1.51157765,1.50999235
1987-07-17,6.67,7.1697,7.5005,7.7421,7.9303,8.0822,8.207,8.3107,8.3974,8.4704,8.5322,8.585,8.6303,8.6696,8.7038,8.7339,8.7606,8.7843,8.8055,8.8247,8.842,8.8577,8.8721,8.8853,8.8974,8.9086,8.9189,8.9286,8.9375,8.9459,9.18840129,-3.37156832,-619.5433013,618.8508811,1.50813719,1.50628491
1987-07-16,6.6838,7.1918,7.53,7.7792,7.9743,8.1316,8.2603,8.3664,8.4547,8.5285,8.5907,8.6435,8.6888,8.7279,8.762,8.7919,8.8183,8.8418,8.8629,8.8818,8.899,8.9146,8.9288,8.9419,8.9539,8.965,8.9753,8.9848,8.9937,9.002,9.24219865,-3.4331051,-619.6189151,618.7750618,1.42596497,1.42417363
1987-07-15,6.6988,7.2123,7.5482,7.7958,7.9905,8.1482,8.2774,8.384,8.4724,8.5462,8.6083,8.6609,8.706,8.7449,8.7787,8.8084,8.8346,8.8579,8.8788,8.8976,8.9146,8.9301,8.9442,8.9571,8.969,8.98,8.9902,8.9996,9.0084,9.0167,9.2548273,-3.48003119,-619.6312132,618.7627469,1.36561897,1.36366883
1987-07-14,6.6793,7.1781,7.4975,7.733,7.92,8.0729,8.1991,8.3038,8.3909,8.4637,8.5251,8.5771,8.6217,8.6601,8.6936,8.7229,8.7488,8.7719,8.7925,8.8111,8.828,8.8432,8.8572,8.87,8.8818,8.8927,8.9027,8.9121,8.9208,8.9289,9.16442772,-3.42402773,-619.6119643,618.7820234,1.34695684,1.34479761
1987-07-13,6.7109,7.2065,7.523,7.7582,7.9469,8.1028,8.2324,8.3405,8.4307,8.5064,8.5703,8.6245,8.6709,8.711,8.7459,8.7766,8.8036,8.8277,8.8493,8.8687,8.8862,8.9022,8.9168,8.9301,8.9424,8.9538,8.9643,8.974,8.9831,8.9916,9.23741819,-3.4747429,-619.6455874,618.7482804,1.35094622,1.34857225
1987-07-10,6.7154,7.2047,7.5077,7.7303,7.9091,8.0576,8.1819,8.2859,8.3731,8.4464,8.5083,8.5609,8.6061,8.645,8.679,8.7087,8.735,8.7585,8.7794,8.7983,8.8154,8.8309,8.845,8.858,8.87,8.881,8.8912,8.9007,8.9096,8.9178,9.15687765,-3.41585616,-619.5706131,618.8234631,1.34911656,1.34660249
1987-07-09,6.7522,7.2421,7.5514,7.7785,7.9598,8.1093,8.2339,8.3381,8.4254,8.4989,8.561,8.6138,8.6591,8.6983,8.7324,8.7623,8.7888,8.8123,8.8334,8.8524,8.8696,8.8852,8.8994,8.9125,8.9245,8.9356,8.9459,8.9555,8.9643,8.9726,9.21315281,-3.39827686,-619.5820232,618.8119996,1.38057117,1.37821055
1987-07-08,6.7502,7.219,7.5197,7.7409,7.9164,8.0602,8.1792,8.2783,8.361,8.4304,8.489,8.5388,8.5815,8.6183,8.6504,8.6786,8.7035,8.7256,8.7455,8.7633,8.7795,8.7942,8.8076,8.8199,8.8312,8.8416,8.8513,8.8603,8.8686,8.8764,9.10267822,-3.22539964,-619.5783798,618.8156257,1.38059071,1.37852034
1987-07-07,6.7603,7.224,7.515,7.7267,7.8939,8.0311,8.1449,8.2399,8.3193,8.3861,8.4426,8.4906,8.5317,8.5673,8.5983,8.6255,8.6496,8.671,8.6901,8.7073,8.723,8.7371,8.7501,8.762,8.7729,8.783,8.7923,8.801,8.8091,8.8166,9.03514061,-3.15902011,-619.5128532,618.8813472,1.38416844,1.38205292
1987-07-06,6.7657,7.2438,7.5379,7.7495,7.9164,8.0535,8.1678,8.2635,8.3438,8.4114,8.4687,8.5174,8.5593,8.5955,8.627,8.6547,8.6791,8.7009,8.7204,8.738,8.7538,8.7683,8.7815,8.7936,8.8047,8.815,8.8245,8.8333,8.8415,8.8492,9.07163844,-3.23767587,-619.4700238,618.9243258,1.39086341,1.38858276
1987-07-02,6.7701,7.2535,7.5456,7.7537,7.9184,8.0553,8.171,8.2692,8.3527,8.4236,8.4842,8.5361,8.5808,8.6196,8.6535,8.6833,8.7097,8.7331,8.7542,8.7731,8.7902,8.8058,8.82,8.8331,8.8451,8.8561,8.8664,8.8759,8.8848,8.8931,9.13309754,-3.31349668,-619.4412248,618.9531916,1.45851992,1.45584429
1987-07-01,6.8511,7.3184,7.6137,7.8262,7.9925,8.1284,8.2415,8.3365,8.4166,8.4844,8.542,8.5913,8.6338,8.6706,8.7028,8.731,8.756,8.7783,8.7982,8.8162,8.8324,8.8472,8.8607,8.8731,8.8844,8.895,8.9047,8.9137,8.9221,8.93,9.15765513,-3.16251229,-619.4655789,618.9287824,1.48690933,1.484761
1987-06-30,6.9199,7.36,7.646,7.8547,8.0186,8.1524,8.2634,8.3562,8.4342,8.5002,8.5562,8.604,8.6452,8.6809,8.712,8.7394,8.7636,8.7852,8.8045,8.8219,8.8376,8.8519,8.865,8.877,8.888,8.8982,8.9076,8.9164,8.9245,8.9321,9.15260859,-3.01162748,-619.511428,618.8828497,1.49388728,1.49198528
1987-06-29,6.9435,7.3653,7.6356,7.8328,7.9892,8.1185,8.2274,8.3197,8.3982,8.465,8.5222,8.5713,8.6137,8.6506,8.6828,8.7112,8.7363,8.7587,8.7788,8.7968,8.8132,8.8281,8.8416,8.8541,8.8655,8.8761,8.8859,8.895,8.9035,8.9114,9.14053133,-2.95812284,-619.5078108,618.8864775,1.54052289,1.53832451
1987-06-26,6.9386,7.3936,7.6698,7.8634,8.0141,8.1384,8.2434,8.333,8.4097,8.4754,8.5318,8.5805,8.6226,8.6593,8.6914,8.7197,8.7448,8.7672,8.7872,8.8052,8.8216,8.8364,8.85,8.8625,8.8739,8.8845,8.8943,8.9034,8.9118,8.9197,9.14879761,-3.07307741,-619.3634563,619.031404,1.5566127,1.55407412
1987-06-25,6.8959,7.3283,7.5886,7.7715,7.9153,8.0351,8.1374,8.2255,8.3013,8.3666,8.4229,8.4715,8.5138,8.5506,8.5829,8.6113,8.6365,8.659,8.6792,8.6973,8.7138,8.7288,8.7424,8.7549,8.7665,8.7771,8.787,8.7961,8.8046,8.8126,9.04313554,-2.9788135,-619.3819488,619.0128307,1.56976983,1.56708606
1987-06-24,6.901,7.3524,7.625,7.8148,7.9619,8.083,8.1857,8.2736,8.3492,8.4142,8.4702,8.5187,8.5607,8.5974,8.6296,8.6579,8.6831,8.7055,8.7256,8.7438,8.7602,8.7751,8.7887,8.8012,8.8128,8.8234,8.8332,8.8423,8.8508,8.8588,9.08887648,-3.04150526,-619.336336,619.0586666,1.59186179,1.58924564
